5.760,48,
7.359,80,
8.958,84,
10.557,47,
12.156,2405,
13.755,117,
15.354,31,
16.953,25,
18.552,9,
20.151,5,
21.750,1,
23.349,0,
24.948,0,
26.547,0,
28.146,0,
29.745,0,
31.344,0,
32.943,0,
34.542,0,
36.141,1,
5.100,59,
12.134,366,
19.168,64,
26.202,154,
33.236,33,
40.270,0,
47.304,3,
54.338,1,
61.372,0,
68.406,0,
75.440,0,
82.474,12,
89.508,39,
96.542,28,
103.576,2,
110.610,3,
117.644,3,
124.678,2,
131.712,0,
138.746,1,
3.140,1,
3.362,0,
3.584,0,
3.806,0,
4.028,0,
4.250,1,
4.472,0,
4.694,0,
4.916,0,
5.138,0,
5.360,0,
5.582,0,
5.804,0,
6.026,0,
6.248,0,
6.470,0,
6.692,0,
6.914,0,
7.136,1,
7.358,1,
2.640,19,
4.421,11,
6.202,26,
7.983,36,
9.764,5,
11.545,6,
13.326,2,
15.107,0,
16.888,0,
18.669,2,
20.450,0,
22.231,0,
24.012,0,
25.793,0,
27.574,2,
29.355,6,
31.136,1,
32.917,2,
34.698,0,
36.479,1,
3.900,33402,
8.461,20,
13.022,26,
17.583,5,
22.144,1,
26.705,1,
31.266,0,
35.827,0,
40.388,1,
44.949,0,
49.510,1,
54.071,1,
58.632,0,
63.193,1,
67.754,2,
72.315,1,
76.876,1,
81.437,1,
85.998,1,
90.559,1,
