4.400,5,
6.061,50,
7.722,82,
9.383,27,
11.044,77,
12.705,368,
14.366,1123,
16.027,982,
17.688,117,
19.349,33,
21.010,19,
22.671,45,
24.332,70,
25.993,48,
27.654,8,
29.315,1,
30.976,0,
32.637,0,
34.298,0,
35.959,1,
2.640,1,
4.626,8,
6.612,23,
8.598,7,
10.584,40,
12.570,54,
14.556,13,
16.542,20,
18.528,81,
20.514,42,
22.500,29,
24.486,138,
26.472,85,
28.458,37,
30.444,74,
32.430,69,
34.416,106,
36.402,44,
38.388,0,
40.374,1,
2.920,1,
3.100,0,
3.280,0,
3.460,0,
3.640,0,
3.820,0,
4.000,1,
4.180,0,
4.360,0,
4.540,0,
4.720,0,
4.900,0,
5.080,0,
5.260,0,
5.440,0,
5.620,0,
5.800,0,
5.980,1,
6.160,0,
6.340,1,
2.820,10,
4.870,16,
6.920,34,
8.970,15,
11.020,4,
13.070,0,
15.120,4,
17.170,4,
19.220,3,
21.270,4,
23.320,2,
25.370,1,
27.420,0,
29.470,0,
31.520,0,
33.570,0,
35.620,0,
37.670,0,
39.720,0,
41.770,1,
5.580,26781,
10.274,37,
14.968,41,
19.662,3,
24.356,0,
29.050,1,
33.744,2,
38.438,3,
43.132,4,
47.826,3,
52.520,5,
57.214,7,
61.908,5,
66.602,9,
71.296,4,
75.990,6,
80.684,6,
85.378,3,
90.072,5,
94.766,10,
