3.700,12,
5.165,7,
6.630,492,
8.095,65,
9.560,221,
11.025,177,
12.490,128,
13.955,1156,
15.420,3408,
16.885,166,
18.350,188,
19.815,13,
21.280,46,
22.745,29,
24.210,1,
25.675,2,
27.140,0,
28.605,0,
30.070,0,
31.535,1,
3.620,308,
10.374,373,
17.128,433,
23.882,81,
30.636,1,
37.390,2,
44.144,4,
50.898,1,
57.652,0,
64.406,2,
71.160,0,
77.914,5,
84.668,16,
91.422,36,
98.176,25,
104.930,13,
111.684,1,
118.438,3,
125.192,1,
131.946,2,
4.880,50,
22.827,9,
40.774,2,
58.721,0,
76.668,0,
94.615,0,
112.562,0,
130.509,1,
148.456,0,
166.403,0,
184.350,0,
202.297,0,
220.244,0,
238.191,0,
256.138,0,
274.085,3,
292.032,2,
309.979,1,
327.926,2,
345.873,10,
4.800,4,
5.047,0,
5.294,0,
5.541,0,
5.788,0,
6.035,0,
6.282,1,
6.529,0,
6.776,0,
7.023,0,
7.270,0,
7.517,0,
7.764,0,
8.011,0,
8.258,0,
8.505,0,
8.752,2,
8.999,0,
9.246,0,
9.493,1,
2.420,9,
4.125,9,
5.830,30,
7.535,12,
9.240,24,
10.945,39,
12.650,36,
14.355,28,
16.060,33,
17.765,429,
19.470,136,
21.175,137,
22.880,4,
24.585,5,
26.290,2,
27.995,11,
29.700,5,
31.405,0,
33.110,0,
34.815,1,
4.500,59068,
5.274,317,
6.048,13,
6.822,9,
7.596,4,
8.370,10,
9.144,6,
9.918,12,
10.692,9,
11.466,5,
12.240,5,
13.014,6,
13.788,11,
14.562,4,
15.336,13,
16.110,8,
16.884,9,
17.658,6,
18.432,0,
19.206,8,
