4.580,33,
6.251,36,
7.922,67,
9.593,100,
11.264,52,
12.935,56,
14.606,34,
16.277,13,
17.948,28,
19.619,23,
21.290,17,
22.961,9,
24.632,11,
26.303,14,
27.974,12,
29.645,1,
31.316,2,
32.987,2,
34.658,0,
36.329,2,
2.580,42,
5.450,36,
8.320,379,
11.190,81,
14.060,49,
16.930,139,
19.800,70,
22.670,277,
25.540,174,
28.410,65,
31.280,165,
34.150,296,
37.020,73,
39.890,182,
42.760,12,
45.630,0,
48.500,2,
51.370,2,
54.240,0,
57.110,1,
3.740,2,
4.927,2,
6.114,0,
7.301,0,
8.488,1,
9.675,0,
10.862,0,
12.049,0,
13.236,0,
14.423,0,
15.610,0,
16.797,0,
17.984,0,
19.171,0,
20.358,1,
21.545,1,
22.732,0,
23.919,0,
25.106,0,
26.293,1,
3.300,15,
6.223,20,
9.146,32,
12.069,6,
14.992,9,
17.915,12,
20.838,3,
23.761,6,
26.684,30,
29.607,144,
32.530,315,
35.453,131,
38.376,3,
41.299,0,
44.222,0,
47.145,0,
50.068,0,
52.991,0,
55.914,0,
58.837,1,
3.220,11,
3.392,0,
3.564,1,
3.736,41,
3.908,2,
4.080,0,
4.252,0,
4.424,1,
4.596,2,
4.768,7,
4.940,20,
5.112,4,
5.284,7,
5.456,11,
5.628,23,
5.800,34,
5.972,69,
6.144,46,
6.316,15,
6.488,7,
