7.500,8,
9.134,11,
10.768,24,
12.402,24,
14.036,58,
15.670,52,
17.304,30,
18.938,9,
20.572,5,
22.206,15,
23.840,32,
25.474,8,
27.108,0,
28.742,0,
30.376,1,
32.010,0,
33.644,0,
35.278,0,
36.912,2,
38.546,1,
4.040,2,
7.012,19,
9.984,30,
12.956,5,
15.928,2,
18.900,32,
21.872,257,
24.844,352,
27.816,98,
30.788,24,
33.760,5,
36.732,7,
39.704,6,
42.676,45,
45.648,42,
48.620,3,
51.592,1,
54.564,29,
57.536,32,
60.508,1,
4.580,1,
5.016,0,
5.452,0,
5.888,1,
6.324,0,
6.760,0,
7.196,0,
7.632,0,
8.068,0,
8.504,0,
8.940,0,
9.376,1,
9.812,0,
10.248,0,
10.684,0,
11.120,0,
11.556,0,
11.992,0,
12.428,0,
12.864,1,
3.600,3,
5.135,2,
6.670,4,
8.205,7,
9.740,0,
11.275,4,
12.810,0,
14.345,3,
15.880,6,
17.415,1,
18.950,4,
20.485,3,
22.020,2,
23.555,32,
25.090,118,
26.625,154,
28.160,45,
29.695,0,
31.230,0,
32.765,1,
5.620,7,
6.278,5,
6.936,0,
7.594,35,
8.252,2,
8.910,1,
9.568,13,
10.226,0,
10.884,0,
11.542,0,
12.200,8,
12.858,69,
13.516,10,
14.174,2,
14.832,1,
15.490,0,
16.148,0,
16.806,0,
17.464,0,
18.122,1,
