2.820,5,
4.247,3,
5.674,19,
7.101,165,
8.528,126,
9.955,82,
11.382,43,
12.809,12,
14.236,12,
15.663,23,
17.090,68,
18.517,39,
19.944,6,
21.371,3,
22.798,5,
24.225,3,
25.652,5,
27.079,5,
28.506,2,
29.933,3,
2.220,58,
7.553,119,
12.886,317,
18.219,53,
23.552,31,
28.885,165,
34.218,313,
39.551,37,
44.884,50,
50.217,0,
55.550,3,
60.883,0,
66.216,0,
71.549,0,
76.882,0,
82.215,0,
87.548,1,
92.881,1,
98.214,2,
103.547,1,
8.960,4,
9.894,0,
10.828,0,
11.762,0,
12.696,0,
13.630,0,
14.564,0,
15.498,0,
16.432,0,
17.366,0,
18.300,0,
19.234,0,
20.168,0,
21.102,0,
22.036,0,
22.970,0,
23.904,0,
24.838,0,
25.772,2,
26.706,2,
2.680,60,
7.560,6,
12.440,4,
17.320,7,
22.200,3,
27.080,5,
31.960,1,
36.840,0,
41.720,0,
46.600,1,
51.480,0,
56.360,0,
61.240,0,
66.120,0,
71.000,0,
75.880,0,
80.760,0,
85.640,1,
90.520,0,
95.400,1,
3.420,5045,
8.233,262,
13.046,492,
17.859,1,
22.672,2,
27.485,7,
32.298,10,
37.111,8,
41.924,13,
46.737,3,
51.550,4,
56.363,2,
61.176,5,
65.989,1,
70.802,4,
75.615,10,
80.428,12,
85.241,37,
90.054,40,
94.867,51,
