5.160,22,
6.617,316,
8.074,244,
9.531,110,
10.988,97,
12.445,114,
13.902,314,
15.359,433,
16.816,570,
18.273,274,
19.730,111,
21.187,64,
22.644,57,
24.101,21,
25.558,22,
27.015,9,
28.472,3,
29.929,1,
31.386,5,
32.843,12,
4.660,113,
7.095,31,
9.530,130,
11.965,133,
14.400,49,
16.835,43,
19.270,100,
21.705,66,
24.140,112,
26.575,66,
29.010,32,
31.445,70,
33.880,99,
36.315,74,
38.750,2,
41.185,0,
43.620,0,
46.055,0,
48.490,0,
50.925,1,
3.140,1,
4.174,1,
5.208,0,
6.242,1,
7.276,0,
8.310,0,
9.344,0,
10.378,0,
11.412,0,
12.446,0,
13.480,0,
14.514,0,
15.548,0,
16.582,0,
17.616,0,
18.650,0,
19.684,0,
20.718,0,
21.752,0,
22.786,1,
3.040,341,
7.644,1066,
12.248,192,
16.852,561,
21.456,27,
26.060,83,
30.664,4,
35.268,5,
39.872,5,
44.476,0,
49.080,0,
53.684,2,
58.288,0,
62.892,0,
67.496,0,
72.100,0,
76.704,0,
81.308,1,
85.912,0,
90.516,2,
5.540,31050,
10.341,60,
15.142,47,
19.943,14,
24.744,5,
29.545,4,
34.346,4,
39.147,11,
43.948,8,
48.749,6,
53.550,13,
58.351,4,
63.152,5,
67.953,8,
72.754,9,
77.555,10,
82.356,10,
87.157,4,
91.958,16,
96.759,54,
