4.380,3,
5.847,27,
7.314,79,
8.781,36,
10.248,19,
11.715,26,
13.182,10,
14.649,15,
16.116,48,
17.583,95,
19.050,12,
20.517,2,
21.984,1,
23.451,2,
24.918,1,
26.385,1,
27.852,1,
29.319,5,
30.786,8,
32.253,1,
4.040,19,
6.504,24,
8.968,80,
11.432,240,
13.896,184,
16.360,60,
18.824,44,
21.288,189,
23.752,409,
26.216,106,
28.680,162,
31.144,40,
33.608,42,
36.072,75,
38.536,15,
41.000,80,
43.464,142,
45.928,18,
48.392,1,
50.856,1,
2.980,2,
4.058,1,
5.136,0,
6.214,0,
7.292,3,
8.370,0,
9.448,0,
10.526,0,
11.604,0,
12.682,0,
13.760,0,
14.838,0,
15.916,0,
16.994,0,
18.072,0,
19.150,0,
20.228,0,
21.306,0,
22.384,1,
23.462,1,
3.860,6,
5.279,1,
6.698,16,
8.117,18,
9.536,9,
10.955,7,
12.374,2,
13.793,3,
15.212,6,
16.631,12,
18.050,4,
19.469,6,
20.888,2,
22.307,33,
23.726,139,
25.145,140,
26.564,248,
27.983,145,
29.402,2,
30.821,3,
3.700,13,
4.176,0,
4.652,50,
5.128,4,
5.604,0,
6.080,6,
6.556,24,
7.032,2,
7.508,0,
7.984,0,
8.460,0,
8.936,1,
9.412,20,
9.888,105,
10.364,60,
10.840,16,
11.316,0,
11.792,0,
12.268,0,
12.744,1,
