3.700,392,
4.922,239,
6.144,271,
7.366,440,
8.588,641,
9.810,295,
11.032,74,
12.254,46,
13.476,38,
14.698,16,
15.920,17,
17.142,3,
18.364,9,
19.586,13,
20.808,15,
22.030,5,
23.252,8,
24.474,21,
25.696,25,
26.918,28,
3.580,23,
5.943,10,
8.306,5,
10.669,141,
13.032,46,
15.395,27,
17.758,181,
20.121,46,
22.484,17,
24.847,94,
27.210,131,
29.573,237,
31.936,54,
34.299,10,
36.662,9,
39.025,2,
41.388,0,
43.751,0,
46.114,0,
48.477,1,
3.080,2,
3.927,2,
4.774,0,
5.621,0,
6.468,0,
7.315,2,
8.162,0,
9.009,0,
9.856,0,
10.703,0,
11.550,0,
12.397,0,
13.244,0,
14.091,0,
14.938,0,
15.785,0,
16.632,1,
17.479,0,
18.326,0,
19.173,1,
1.960,50,
3.104,8,
4.248,18,
5.392,40,
6.536,68,
7.680,278,
8.824,331,
9.968,27,
11.112,16,
12.256,8,
13.400,3,
14.544,0,
15.688,1,
16.832,0,
17.976,0,
19.120,3,
20.264,5,
21.408,3,
22.552,1,
23.696,1,
2.520,94634,
7.259,78,
11.998,76,
16.737,40,
21.476,5,
26.215,6,
30.954,8,
35.693,7,
40.432,7,
45.171,5,
49.910,6,
54.649,8,
59.388,4,
64.127,6,
68.866,2,
73.605,2,
78.344,7,
83.083,7,
87.822,3,
92.561,58,
